name,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,partner_9,partner_10,partner_11,partner_12,partner_13,partner_14,partner_15,partner_16
queen_SaturationDistortion_1.ply,5.0,5.0,4.0,4.5,4.0,5.0,4.0,4.5,5.0,3.5,4.5,3.5,5.0,5.0,4.0,4.5
Truck_C2AI-lossless-geom-lossy-attrs_4.ply,3.5,4.0,3.0,3.0,3.5,4.5,4.0,4.0,3.5,3.5,3.5,3.5,4.0,5.0,4.0,4.0
BricksWall_limitlossyG-lossyA_4.ply,5.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,4.0,4.0,5.0,5.0,4.5,5.0,5.0,4.0
Truck_ColorQuantizationDither_6.ply,3.0,2.0,2.0,2.0,2.0,3.0,2.5,3.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,3.0
Facade00009_reconstruction_6.ply,2.5,2.5,2.0,2.5,3.0,2.0,3.0,1.5,3.0,3.5,2.0,1.5,3.5,2.0,2.0,3.5
QQdog_C2AI-lossy-geom-lossless-attrs_4.ply,4.0,4.0,3.5,3.5,4.0,4.5,4.0,4.5,3.5,4.0,4.0,3.5,4.0,4.5,3.5,4.5
longdress_losslessG-lossyA_7.ply,3.0,2.0,2.5,2.0,2.0,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.0,2.0,2.0
Mario_reconstruction_3.ply,5.0,4.5,3.5,5.0,3.0,4.0,4.5,4.5,3.0,3.5,4.5,3.5,4.0,3.5,3.5,3.0
ParrotV1_lossless-geom-nearlossless-attrs_4.ply,5.0,4.0,4.0,5.0,4.5,5.0,5.0,4.0,4.5,4.5,5.0,4.0,5.0,5.0,5.0,4.5
ParrotV1_lossless-geom-nearlossless-attrs_5.ply,5.0,5.0,4.0,5.0,5.0,4.5,5.0,4.5,5.0,4.0,4.5,3.5,5.0,4.0,4.5,4.5
BricksWall_QuantizationNoise_1.ply,4.0,4.0,5.0,4.0,4.0,4.5,4.0,4.5,4.0,3.0,4.5,3.5,4.0,4.0,3.5,4.0
RpMeiPosed001_C2AI-lossy-geom-lossless-attrs_4.ply,3.0,2.5,2.5,3.0,3.0,2.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.5
soldier_LumaNoise_3.ply,3.5,3.0,3.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,2.5,3.5,3.5,4.0,3.0,3.0
RpFabiennePercyPosed001_UniformShifting_4.ply,2.5,2.0,1.0,3.0,1.5,2.5,3.0,2.0,1.5,2.5,1.5,3.0,2.5,2.5,2.0,2.0
HearNoEvilMonkey_GaussianShifting_3.ply,3.0,2.5,2.5,3.0,3.0,4.0,4.0,3.0,2.5,3.0,3.5,3.5,3.0,2.5,3.0,3.0
BricksWall_HighFrequencyNoise_5.ply,4.0,3.0,3.0,3.0,4.5,4.0,4.0,4.0,4.0,3.0,4.0,3.5,4.0,3.5,3.5,4.0
basketballplayer_QuantizationNoise_5.ply,4.0,3.0,3.5,3.0,3.0,4.0,4.0,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0
Truck_lossy-geom-lossy-attrs_5.ply,4.5,3.5,3.5,3.0,3.5,4.5,4.0,4.0,3.5,4.0,3.0,3.0,4.0,5.0,4.0,4.0
Man_MeanShift_4.ply,3.5,3.0,3.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,2.5,3.0,3.5,4.0,3.5,3.0
BirdV6_Octree_1.ply,3.5,3.5,3.0,3.0,3.5,4.0,3.0,3.5,2.5,2.5,3.5,2.5,3.5,3.0,3.5,4.0
exercise_losslessG-lossyA_6.ply,3.0,2.5,2.5,2.5,3.0,3.0,3.0,3.0,2.0,2.5,2.5,2.5,3.0,3.5,2.0,3.0
soldier_DownSample_6.ply,3.0,3.0,3.0,3.0,3.5,4.0,3.5,3.0,2.5,3.0,3.5,3.0,3.0,3.0,2.0,3.0
Birdv5_ChromaticAberration_3.ply,3.0,3.0,2.5,2.5,2.5,2.0,2.5,2.5,2.0,2.5,2.5,2.0,3.0,3.0,2.0,2.0
EmperorPenguin_DownSample_5.ply,4.0,3.0,3.0,3.0,3.5,4.0,3.5,3.5,3.5,3.0,4.0,3.0,3.5,3.0,3.5,3.0
RpClaudiaRigged_ChromaticAberration_1.ply,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,2.0,2.5,2.5,2.5,3.0,3.5,2.5,2.0
WhiteTailedDeer_LocalOffset_1.ply,5.0,5.0,5.0,2.5,5.0,2.5,3.0,2.5,4.5,2.5,3.5,3.0,3.0,3.0,3.0,3.0
PjanicFace_GammaNoise_1.ply,4.0,3.0,3.5,3.0,3.5,4.0,4.0,4.0,3.5,3.0,4.0,3.5,3.5,3.5,3.5,3.5
RpMeiPosed001_LocalRotation_3.ply,2.0,2.0,3.0,2.0,1.5,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.5,3.0,2.5,2.0
jetanima_UniformShifting_4.ply,2.5,3.5,1.5,2.0,2.0,3.0,3.5,3.0,2.5,3.0,3.0,2.5,3.0,2.5,2.0,2.0
HearNoEvilMonkey_SaturationDistortion_1.ply,4.5,4.5,4.0,4.5,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.5,4.5,5.0,4.0,4.0
jetanima_MultiplicativeGaussianNoise_1.ply,3.5,3.0,3.0,3.0,3.5,4.0,4.0,4.0,3.0,3.0,4.0,3.5,4.0,3.0,3.5,4.0
Man_DownSample_4.ply,4.0,3.0,3.5,3.0,3.5,4.0,4.0,4.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5
MuteSwan_UniformShifting_3.ply,3.0,3.0,3.0,3.0,3.0,3.5,4.0,3.5,2.5,3.0,4.0,3.0,3.0,2.5,2.5,3.0
Truck_ColorQuantizationDither_5.ply,3.0,2.5,3.0,2.5,2.5,3.0,2.5,3.0,2.0,2.5,2.5,2.5,2.5,2.5,3.0,3.0
HorseV2_GaussianShifting_2.ply,4.0,4.0,3.5,3.0,4.5,4.5,3.5,3.5,3.0,3.0,4.5,3.5,3.5,3.5,4.0,3.5
Man_DownSample_7.ply,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.0,2.0,3.0,2.5,2.5,2.0
Statue_PoissonNoise_7.ply,3.5,3.0,4.0,3.0,3.5,4.0,4.0,3.5,3.5,3.0,3.5,3.0,3.5,4.0,3.0,3.5
lowpolycarsset1_ChromaticAberration_1.ply,4.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,4.0
aya_limitlossyG-lossyA_3.ply,5.0,4.5,4.5,4.5,4.0,5.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,5.0,4.0,4.5
Caffe_C2AI-lossy-geom-lossless-attrs_3.ply,5.0,5.0,3.5,5.0,4.0,4.0,4.0,3.5,3.5,4.0,5.0,4.0,5.0,5.0,4.0,4.0
CatV1_PoissonNoise_4.ply,3.5,3.0,3.5,3.0,3.5,4.0,3.0,3.5,3.5,3.0,3.0,3.5,4.0,4.0,4.0,3.5
Cat_ColorNoise_3.ply,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,3.5,5.0,4.5,5.0,4.5,4.5,4.0
loot_HighFrequencyNoise_7.ply,2.0,3.0,2.5,3.0,3.0,3.0,3.0,2.5,3.0,3.5,3.0,3.0,3.0,2.5,3.0,3.0
BB8New_LocalOffset_5.ply,1.0,1.5,1.5,1.0,1.5,1.5,1.5,1.5,2.0,2.0,2.0,1.5,1.0,1.5,2.0,2.5
Whale_LocalOffset_5.ply,1.0,1.5,1.5,2.0,1.5,1.5,1.0,2.5,1.5,1.5,2.0,2.5,2.5,1.0,2.5,2.0
loot_SaltpepperNoise_3.ply,2.0,3.5,2.5,3.5,4.0,3.5,4.0,3.5,3.5,4.0,3.5,3.0,3.0,3.0,4.0,3.0
Birdv5_ChromaticAberration_7.ply,1.5,3.0,3.0,3.0,3.0,2.5,3.5,2.0,3.0,3.0,3.0,3.0,2.5,3.0,4.0,2.5
PjanicFace_MeanShift_7.ply,3.0,4.0,2.5,2.5,4.0,2.5,4.0,4.0,3.0,2.5,3.0,2.5,3.5,4.0,4.0,3.5
Caffe_ContrastDistortion_4.ply,3.5,4.0,2.5,2.5,3.0,2.5,4.0,4.0,3.5,3.0,3.0,2.5,3.5,2.5,3.0,3.5
Truck_lossy-geom-lossy-attrs_3.ply,4.5,2.0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,3.5,5.0,5.0,4.5,4.5
Truck_PoissonNoise_3.ply,3.5,3.0,4.0,5.0,5.0,5.0,4.5,4.0,4.0,4.5,3.0,4.5,4.0,4.5,3.5,4.0
banjofrog_limitlossyG-lossyA_7.ply,1.0,1.0,1.5,2.0,1.5,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,1.5,2.0,2.0
Horse_GaussianNoise_7.ply,2.0,1.5,1.0,1.5,2.0,2.0,1.5,2.0,2.0,1.5,1.0,2.0,1.5,1.5,2.5,2.0
SpiderMonkey_C2AI-lossy-geom-lossy-attrs_3.ply,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0
lowpolycarsset1_ChromaticAberration_5.ply,3.5,4.0,4.5,4.0,4.5,4.5,4.5,3.5,3.5,3.0,3.0,4.0,4.5,4.0,3.5,4.0
aya_limitlossyG-lossyA_5.ply,2.0,1.5,3.0,3.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0
Jaguar_UniformNoise_7.ply,2.5,3.0,3.0,2.5,4.0,3.0,4.0,3.5,3.0,3.5,3.0,3.0,4.5,4.0,3.0,3.5
aya_limitlossyG-lossyA_7.ply,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.5,1.5,1.0,2.0,1.5,2.0,2.5,1.5
aya_PoissonNoise_5.ply,3.5,4.0,4.0,4.5,4.0,4.0,4.5,4.0,4.0,4.0,3.5,3.5,4.5,4.0,3.5,4.0
RpManuelAnimated001Dancing_UniformShifting_2.ply,3.0,4.0,5.0,4.0,4.0,4.0,4.5,4.0,4.0,4.5,3.0,3.0,4.5,5.0,3.5,4.0
BB8New_C2AI-lossy-geom-lossy-attrs_3.ply,5.0,5.0,5.0,4.5,5.0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Thaidancer_ContrastDistortion_4.ply,3.0,3.5,3.0,3.0,3.0,2.5,3.0,4.0,3.0,3.0,5.0,3.0,4.5,3.5,3.0,3.0
Truck_ColorQuantizationDither_3.ply,3.5,4.0,3.0,4.0,3.0,3.5,4.5,4.5,3.5,4.0,3.5,4.0,4.0,4.5,4.0,4.0
Facade00064_LocalOffset_5.ply,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.5,2.0,1.5,1.5,1.5,2.0
FishV1_GammaNoise_3.ply,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.5,4.0,3.5,4.0
Chicken_ColorQuantizationDither_5.ply,2.5,1.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.5,3.5,4.5
Mario_GaussianNoise_7.ply,2.0,3.0,2.5,3.0,3.0,3.0,2.5,3.0,3.0,2.5,3.0,2.5,3.0,3.0,3.0,3.0
SpiderMonkey_LocalLoss_2.ply,1.0,5.0,4.5,3.0,5.0,3.0,3.5,5.0,5.0,3.0,4.0,3.0,3.5,2.0,3.0,3.5
BirdV4_MultiplicativeGaussianNoise_1.ply,2.0,4.5,2.5,3.5,4.0,3.5,4.0,4.0,3.0,4.0,3.5,3.0,4.5,4.0,3.5,4.5
GermanBoxer_GaussianNoise_1.ply,3.0,4.5,3.5,4.0,4.0,5.0,4.5,4.0,3.5,4.0,3.5,3.5,4.5,4.5,4.0,4.0
HorseV2_GaussianShifting_1.ply,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0
DobermanPinscher_QuantizationNoise_1.ply,4.0,5.0,4.0,4.0,4.0,4.5,4.5,4.5,4.0,4.5,3.5,5.0,5.0,4.5,4.0,3.5
CardiganWelshCorgi_ColorNoise_3.ply,3.5,5.0,4.0,4.0,5.0,4.0,4.5,4.0,4.0,4.5,4.0,4.0,4.5,4.5,4.0,4.0
longdress_lossy-geom-lossy-attrs_5.ply,2.5,2.0,3.0,3.0,2.5,2.5,3.0,3.0,3.0,2.5,3.0,3.5,4.0,3.5,3.5,3.0
ToyDog_DownSample_5.ply,2.0,1.5,2.5,3.0,3.0,3.0,2.0,2.5,2.5,3.5,3.0,2.5,3.5,2.5,2.5,2.5
ToyDog_MultiplicativeGaussianNoise_5.ply,2.5,3.0,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.5,3.0,2.5,3.5,3.5,3.0,3.0
crabV2_ColorQuantizationDither_3.ply,5.0,4.0,3.5,5.0,5.0,4.0,4.0,4.5,3.5,4.5,4.0,3.0,4.5,4.0,4.0,4.0
Birdv5_ChromaticAberration_1.ply,1.5,2.5,3.5,2.5,3.5,3.0,2.5,2.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
Handcream_lossless-geom-lossy-attrs_6.ply,2.5,4.0,4.0,3.0,3.0,3.5,2.5,4.0,3.5,3.5,4.0,2.5,4.5,3.5,3.5,3.5
Horse_SaturationDistortion_1.ply,4.5,4.5,4.0,5.0,5.0,5.0,4.5,5.0,4.5,4.5,3.0,2.5,4.5,5.0,4.5,4.0
Baldness_PoissonNoise_7.ply,3.0,5.0,3.5,2.0,3.5,3.0,3.5,4.0,3.5,3.5,3.0,1.5,4.5,4.0,3.0,3.5
Rock1_SaturationDistortion_4.ply,3.0,2.0,1.5,2.5,3.5,2.5,2.0,3.0,3.0,2.5,3.0,2.0,2.5,3.0,2.5,3.0
aya_PoissonNoise_4.ply,3.5,4.5,4.0,3.0,4.0,3.5,4.0,4.0,4.5,4.0,3.5,4.0,4.5,4.5,3.5,4.5
QQdog_ColorQuantizationDither_7.ply,2.0,2.0,3.0,1.5,3.0,2.0,2.0,2.0,2.0,1.5,3.0,2.5,3.0,2.5,2.5,2.0
Birdv1_losslessG-lossyA_4.ply,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.5,4.5
Thaidancer_C2AI-lossy-geom-lossy-attrs_5.ply,2.5,2.0,2.5,3.0,2.0,2.5,2.5,3.5,3.0,3.5,4.0,3.0,4.0,4.0,4.0,3.0
lowpolycarsset2_lossy-geom-lossy-attrs_5.ply,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.5,4.0,4.0,3.0,4.5,4.0,4.0,3.5
Soccer_MeanShift_5.ply,3.0,3.5,2.5,2.0,3.0,2.0,2.0,2.0,3.0,2.5,3.0,2.5,4.0,3.0,2.5,3.0
Statue_GammaNoise_5.ply,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,2.0,3.0,3.5,3.0,3.0
RpFabiennePercyPosed001_UniformShifting_2.ply,3.0,3.0,3.0,3.0,2.5,2.5,3.5,3.0,3.0,3.0,3.0,2.5,4.0,3.0,3.5,3.5
Birdv5_Octree_4.ply,1.5,1.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.0,2.5,2.0,2.5,2.0,2.0,2.0
Birdv5_Octree_2.ply,2.0,1.5,2.5,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.5,3.0,2.0,3.0
model_ColorNoise_6.ply,2.5,1.5,3.0,1.5,3.0,3.0,3.5,3.0,3.0,3.0,3.0,1.5,3.5,3.5,3.5,4.0
DuckV1_reconstruction_7.ply,2.5,3.5,2.5,2.0,2.0,2.5,2.5,3.0,3.0,2.0,3.0,2.5,4.0,3.5,3.0,4.0
RpMeiPosed001_CorrelatedGaussianNoise_3.ply,3.0,3.5,3.5,2.0,3.0,3.0,4.0,3.0,3.5,3.0,3.0,2.0,4.0,4.0,3.5,4.5
dancer_lossless-geom-nearlossless-attrs_7.ply,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,2.0,1.0,2.0,1.0,2.0,2.0
Shark_HighFrequencyNoise_6.ply,3.0,3.5,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.5,3.5,3.5,4.0
Rock1_ContrastDistortion_5.ply,1.5,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,3.0
ScarletSnake_C2AI-lossy-geom-lossless-attrs_7.ply,2.0,1.5,1.5,3.0,2.0,2.0,2.0,2.0,3.0,1.5,3.0,2.0,3.5,2.0,3.0,3.0
ScarletSnake_lossy-geom-lossy-attrs_6.ply,2.0,4.0,2.5,2.5,3.0,3.5,3.0,3.0,3.0,3.0,3.0,2.0,3.5,3.0,3.0,3.5
SpiderMonkey_C2AI-lossy-geom-lossy-attrs_5.ply,4.0,4.0,4.0,4.0,3.5,3.5,4.5,4.0,3.5,4.0,4.5,3.5,4.5,3.5,4.5,4.0
Mario_Octree_5.ply,2.0,1.5,2.5,2.0,3.0,2.5,3.5,2.5,2.5,2.5,2.0,1.5,2.0,3.0,2.0,2.5
Fish_reconstruction_4.ply,4.0,5.0,4.0,5.0,4.0,4.0,4.5,5.0,4.0,4.0,3.0,4.0,4.5,4.0,4.5,4.5
WhiteTailedDeer_C2AI-lossy-geom-lossy-attrs_4.ply,4.0,3.0,3.5,4.0,3.0,4.5,4.0,4.0,3.5,3.5,4.0,3.0,5.0,4.0,4.0,4.0
Soccer_CorrelatedGaussianNoise_4.ply,2.5,2.0,2.5,3.5,3.0,3.0,4.0,3.0,2.5,3.0,3.0,2.0,3.5,3.5,3.0,3.5
ToyDog_lossless-geom-nearlossless-attrs_7.ply,1.5,1.0,1.0,2.0,1.0,2.0,1.5,1.0,2.0,1.5,3.0,1.5,1.5,1.5,2.0,2.5
Birdv1_MeanShift_1.ply,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.5,5.0,5.0,5.0,4.5
dancer_lossless-geom-nearlossless-attrs_3.ply,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3.0,5.0,5.0,5.0,4.5
RpClaudiaRigged_UniformNoise_7.ply,2.5,3.0,2.5,2.0,2.5,3.0,3.0,3.0,3.0,2.5,3.0,2.0,3.5,2.5,3.5,4.0
WhiteTailedDeer_LocalOffset_4.ply,1.0,1.0,2.5,3.0,2.0,2.0,1.5,2.0,2.0,2.0,2.0,1.0,3.0,1.5,2.5,3.0
ToyDog_lossless-geom-nearlossless-attrs_4.ply,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
Wood_Octree_3.ply,2.0,1.0,2.0,3.0,2.0,2.5,2.0,2.0,2.0,3.0,1.5,2.0,2.0,2.0,2.0,2.0
Cat_ColorNoise_5.ply,3.0,4.0,3.5,3.0,4.0,4.0,4.5,3.5,3.5,3.5,3.0,2.5,4.5,4.0,4.0,4.5
Shark_HighFrequencyNoise_5.ply,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.5,3.0,3.0,3.0,2.5,4.0,3.5,3.5,4.5
Chicken_QuantizationNoise_1.ply,4.0,5.0,4.0,2.0,5.0,3.5,4.5,4.0,3.5,3.0,4.5,3.0,4.0,4.5,4.0,4.5
dancer_losslessG-limitlossyA_7.ply,2.5,3.0,2.5,3.0,3.0,2.0,3.0,3.5,3.0,3.0,3.0,2.0,3.5,3.5,3.5,4.5
TibetanFox_LocalLoss_3.ply,1.0,1.5,2.5,2.0,1.5,2.0,1.5,2.0,1.5,1.5,2.0,1.5,2.5,1.0,2.0,3.0
Baldness_lossless-geom-lossy-attrs_7.ply,2.0,2.0,2.0,2.5,2.0,2.0,2.5,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.5,3.5
jetanima_UniformShifting_1.ply,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.5,4.0
Jaguar_UniformNoise_4.ply,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,3.5,3.5,3.0,2.5,4.0,4.0,3.5,3.5
Truck_lossy-geom-lossy-attrs_4.ply,4.0,4.5,4.0,4.5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.5,4.5,4.5,4.0,4.5
jetanima_MultiplicativeGaussianNoise_3.ply,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,2.0,4.0,3.5,3.5,3.0
BirdV3_MultiplicativeGaussianNoise_5.ply,2.5,4.0,2.5,2.0,3.0,2.5,3.5,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0
RpManuelAnimated001Dancing_CorrelatedGaussianNoise_5.ply,2.5,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.5,4.0,3.0,3.5
dancer_QuantizationNoise_1.ply,3.5,4.0,4.0,5.0,3.5,4.0,4.0,4.0,4.0,3.5,3.0,3.5,4.0,4.0,4.0,4.5
crabV2_ColorQuantizationDither_6.ply,2.0,2.0,1.5,2.0,2.0,2.0,2.5,2.5,2.5,2.0,3.0,1.5,3.0,2.5,2.5,3.0
PjanicFace_MeanShift_4.ply,3.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,3.5,2.5,3.0,1.5,4.5,3.5,2.5,3.5
SeaTurtle_HighFrequencyNoise_3.ply,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.5,3.0,4.0,4.5,4.0,4.5
HearNoEvilMonkey_GaussianShifting_2.ply,3.0,4.0,3.5,3.0,3.0,2.5,4.0,3.0,3.5,3.5,3.5,2.5,4.0,3.0,3.0,3.5
HouseWithoutRoof_QuantizationNoise_4.ply,2.5,4.0,3.0,2.0,3.5,4.0,3.5,3.0,3.0,3.5,3.0,1.5,4.0,4.0,4.0,3.0
redandblack_ColorQuantizationDither_5.ply,3.0,4.0,4.0,3.0,4.0,3.5,4.0,3.5,3.5,4.0,3.0,2.0,4.0,3.5,4.0,3.5
loot_SaltpepperNoise_5.ply,2.0,3.0,2.5,2.0,3.0,2.0,2.0,2.5,2.0,3.0,3.0,1.5,3.0,2.0,2.5,2.0
ToyDog_MultiplicativeGaussianNoise_7.ply,2.5,3.5,2.5,2.5,3.0,3.0,3.5,2.5,2.5,2.5,3.0,2.0,3.5,3.5,3.0,2.5
exercise_lossy-geom-lossy-attrs_3.ply,4.0,5.0,4.5,5.0,5.0,4.5,4.5,4.0,5.0,5.0,4.0,3.5,5.0,5.0,5.0,4.5
SeaTurtle_HighFrequencyNoise_5.ply,3.0,4.5,3.5,3.5,4.0,4.0,4.0,4.0,3.5,3.5,4.0,2.5,4.5,4.5,4.0,4.0
basketballplayer_QuantizationNoise_7.ply,2.5,3.0,3.0,2.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,2.0,3.5,3.5,3.0,3.0
Facade00064_LocalRotation_2.ply,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,2.0,2.0,4.5,2.5,1.0,3.0,2.5
Dragon_LocalRotation_3.ply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1.0,1.0,1.5,1.5
Caffe_GaussianShifting_5.ply,2.0,1.0,1.5,2.5,2.0,2.5,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.5
loot_ChromaticAberration_5.ply,1.5,1.5,1.0,2.0,2.0,2.0,1.5,2.0,3.0,2.0,2.5,1.5,2.0,1.5,2.5,2.0
lowpolycarsset2_ChromaticAberration_1.ply,2.0,3.0,2.0,3.0,1.5,2.0,3.0,2.5,3.0,2.0,2.5,2.0,3.0,2.0,2.5,2.0
exercise_lossy-geom-lossy-attrs_5.ply,3.5,4.0,3.5,4.5,2.0,3.0,2.5,3.0,3.5,3.0,3.0,2.0,4.0,3.0,3.5,4.5
BricksWall_HighFrequencyNoise_3.ply,3.5,4.5,3.5,4.0,4.5,4.0,5.0,3.5,4.5,4.5,4.0,4.5,5.0,4.5,4.5,4.5
RpFabiennePercyPosed001_UniformShifting_1.ply,3.5,4.5,3.5,4.0,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.0,4.5,4.0,4.0,4.0
EmperorPenguin_DownSample_7.ply,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,3.0,2.0,3.0,3.0,2.5,3.0
Asterix_GammaNoise_7.ply,2.0,2.5,2.0,1.5,2.5,2.0,3.0,2.0,2.5,2.0,3.0,1.5,2.5,2.0,2.5,2.5
Dolphin_RayleighNoise_4.ply,2.5,3.0,2.5,3.0,3.0,3.0,4.0,3.5,3.0,2.5,3.0,2.5,4.0,3.5,3.5,2.5
GermanBoxer_SaltpepperNoise_4.ply,2.5,4.0,2.5,2.0,3.0,2.0,4.0,3.5,2.0,2.5,3.0,2.0,3.0,3.0,3.0,3.0
BB8New_C2AI-lossy-geom-lossy-attrs_4.ply,4.5,4.5,3.5,5.0,4.0,4.0,4.5,5.0,4.0,5.0,4.5,4.0,5.0,4.5,4.5,4.5
Horse_SaturationDistortion_2.ply,3.5,4.5,3.5,3.5,4.0,2.5,4.0,4.0,3.5,3.0,3.0,2.0,4.5,4.0,3.5,3.5
Truck_ColorQuantizationDither_4.ply,3.0,4.5,3.0,3.0,2.0,2.5,4.0,3.0,3.0,2.5,3.0,1.5,3.5,3.5,2.5,3.0
Truck_PoissonNoise_4.ply,4.0,5.0,3.0,3.0,4.0,2.5,4.0,4.0,3.5,3.5,3.5,2.5,4.0,4.0,3.5,3.5
Facade00009_reconstruction_5.ply,2.0,1.5,1.5,3.0,2.0,1.5,2.0,2.0,3.0,3.5,2.0,3.0,3.5,2.0,3.5,3.0
soldier_DownSample_5.ply,3.0,4.5,3.5,4.0,3.0,3.0,4.0,3.5,4.0,4.0,3.0,2.5,4.0,3.5,4.0,3.5
aya_lossless-geom-lossy-attrs_3.ply,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
Kangaroo_lossless-geom-lossy-attrs_6.ply,4.0,4.5,3.5,4.0,3.0,4.0,4.0,4.5,3.5,4.0,4.5,5.0,5.0,4.0,4.0,5.0
Kangaroo_UniformShifting_2.ply,3.0,4.5,3.5,3.5,4.0,2.5,3.5,3.5,4.0,3.5,4.5,3.0,4.0,3.5,3.5,4.5
RpClaudiaRigged_ChromaticAberration_5.ply,1.5,1.5,1.5,1.5,2.0,2.0,1.0,2.0,2.5,1.5,2.0,1.5,2.0,1.5,2.0,2.5
Mario_GaussianShifting_4.ply,3.0,4.5,2.5,2.0,3.0,2.5,3.0,2.5,3.0,2.0,3.0,2.0,4.0,3.5,3.5,3.5
HorseV2_UniformNoise_3.ply,3.0,4.5,3.5,4.0,4.0,4.0,4.5,4.0,3.5,4.5,4.0,3.5,4.5,4.0,4.5,4.0
DuckV1_CorrelatedGaussianNoise_2.ply,3.5,5.0,3.5,3.5,4.0,4.0,4.5,4.0,4.0,4.0,4.0,3.0,5.0,4.5,4.5,4.5
RpDennisPosed004_UniformNoise_1.ply,5.0,5.0,4.0,4.5,4.5,5.0,5.0,5.0,4.5,5.0,5.0,2.5,5.0,5.0,5.0,5.0
Truck_lossy-geom-lossy-attrs_7.ply,1.5,1.0,1.5,1.5,1.0,1.5,1.5,2.0,1.5,1.5,1.0,1.0,1.5,1.0,2.0,1.5
