name,mos,class
p28_geocnn_r02.ply,4.411908838,inanimate object
p28_geocnn_r03.ply,4.560125952,inanimate object
p28_geocnn_r04.ply,4.709449264,inanimate object
p28_gpcc-octree-predlift_r02.ply,1.32931314,inanimate object
p28_gpcc-octree-predlift_r03.ply,3.202188441,inanimate object
p28_gpcc-octree-predlift_r04.ply,4.41529549,inanimate object
p28_gpcc-octree-predlift_r05.ply,4.713794751,inanimate object
p28_gpcc-octree-predlift_r06.ply,4.805735032,inanimate object
p28_gpcc-octree-raht_r02.ply,1.141030856,inanimate object
p28_gpcc-octree-raht_r03.ply,2.92407346,inanimate object
p28_gpcc-octree-raht_r04.ply,4.370677083,inanimate object
p28_gpcc-octree-raht_r05.ply,4.575142614,inanimate object
p28_gpcc-octree-raht_r06.ply,4.772323581,inanimate object
p28_vpcc_r00.ply,2.743201932,inanimate object
p28_vpcc_r01.ply,3.336559156,inanimate object
p28_vpcc_r02.ply,3.918099777,inanimate object
p28_vpcc_r03.ply,4.7292052,inanimate object
p28_vpcc_r04.ply,4.770591514,inanimate object
p28_vpcc_r05.ply,4.84061814,inanimate object
p29_geocnn_r01.ply,2.372615114,inanimate object
p29_geocnn_r02.ply,3.048274387,inanimate object
p29_geocnn_r03.ply,3.363508295,inanimate object
p29_geocnn_r04.ply,3.642376507,inanimate object
p29_gpcc-octree-predlift_r02.ply,1.736680349,inanimate object
p29_gpcc-octree-predlift_r03.ply,3.050545964,inanimate object
p29_gpcc-octree-predlift_r04.ply,4.419983183,inanimate object
p29_gpcc-octree-predlift_r05.ply,4.474141122,inanimate object
p29_gpcc-octree-predlift_r06.ply,4.450378451,inanimate object
p29_gpcc-octree-raht_r02.ply,1.595355938,inanimate object
p29_gpcc-octree-raht_r03.ply,3.143863256,inanimate object
p29_gpcc-octree-raht_r04.ply,4.329900705,inanimate object
p29_gpcc-octree-raht_r05.ply,4.305996894,inanimate object
p29_gpcc-octree-raht_r06.ply,4.382524451,inanimate object
p29_vpcc_r00.ply,2.996366974,inanimate object
p29_vpcc_r01.ply,3.438150328,inanimate object
p29_vpcc_r02.ply,3.799653527,inanimate object
p29_vpcc_r03.ply,4.092877318,inanimate object
p29_vpcc_r04.ply,4.055519885,inanimate object
p29_vpcc_r05.ply,4.219420232,inanimate object
p30_geocnn_r01.ply,2.685787814,inanimate object
p30_geocnn_r02.ply,3.562262582,inanimate object
p30_geocnn_r03.ply,3.807057478,inanimate object
p30_geocnn_r04.ply,4.256627756,inanimate object
p30_gpcc-octree-predlift_r02.ply,1.734343225,inanimate object
p30_gpcc-octree-predlift_r03.ply,3.0281403,inanimate object
p30_gpcc-octree-predlift_r04.ply,4.081999708,inanimate object
p30_gpcc-octree-predlift_r05.ply,4.144419567,inanimate object
p30_gpcc-octree-predlift_r06.ply,4.380123367,inanimate object
p30_gpcc-octree-raht_r02.ply,1.603646195,inanimate object
p30_gpcc-octree-raht_r03.ply,3.174149759,inanimate object
p30_gpcc-octree-raht_r04.ply,4.182465897,inanimate object
p30_gpcc-octree-raht_r05.ply,4.059574146,inanimate object
p30_gpcc-octree-raht_r06.ply,4.39537575,inanimate object
p30_vpcc_r00.ply,3.001019341,inanimate object
p30_vpcc_r01.ply,3.599030734,inanimate object
p30_vpcc_r02.ply,3.978065595,inanimate object
p30_vpcc_r03.ply,3.987012897,inanimate object
p30_vpcc_r04.ply,3.926812714,inanimate object
p30_vpcc_r05.ply,3.976917507,inanimate object
p31_geocnn_r01.ply,4.580823414,inanimate object
p31_geocnn_r02.ply,4.685153097,inanimate object
p31_geocnn_r03.ply,4.887099391,inanimate object
p31_geocnn_r04.ply,4.866037309,inanimate object
p31_gpcc-octree-predlift_r02.ply,1.431179948,inanimate object
p31_gpcc-octree-predlift_r03.ply,3.381382897,inanimate object
p31_gpcc-octree-predlift_r04.ply,4.360271926,inanimate object
p31_gpcc-octree-predlift_r05.ply,4.636083297,inanimate object
p31_gpcc-octree-predlift_r06.ply,4.727654318,inanimate object
p31_gpcc-octree-raht_r02.ply,1.291918468,inanimate object
p31_gpcc-octree-raht_r03.ply,2.606866781,inanimate object
p31_gpcc-octree-raht_r04.ply,4.276294567,inanimate object
p31_gpcc-octree-raht_r05.ply,4.676756402,inanimate object
p31_gpcc-octree-raht_r06.ply,4.742144387,inanimate object
p31_vpcc_r00.ply,1.715671955,inanimate object
p31_vpcc_r01.ply,2.798046805,inanimate object
p31_vpcc_r02.ply,3.849330445,inanimate object
p31_vpcc_r03.ply,4.504239662,inanimate object
p31_vpcc_r04.ply,4.65811444,inanimate object
p31_vpcc_r05.ply,4.900231542,inanimate object
p32_gpcc-octree-predlift_r02.ply,1.252476707,inanimate object
p32_gpcc-octree-predlift_r03.ply,2.9527723,inanimate object
p32_gpcc-octree-predlift_r04.ply,4.115035637,inanimate object
p32_gpcc-octree-predlift_r05.ply,4.141658595,inanimate object
p32_gpcc-octree-predlift_r06.ply,4.309617157,inanimate object
p32_gpcc-octree-raht_r02.ply,1.200099824,inanimate object
p32_gpcc-octree-raht_r03.ply,2.568091523,inanimate object
p32_gpcc-octree-raht_r04.ply,3.697438325,inanimate object
p32_gpcc-octree-raht_r05.ply,4.089618627,inanimate object
p32_gpcc-octree-raht_r06.ply,4.504880352,inanimate object
p32_vpcc_r00.ply,3.017217733,inanimate object
p32_vpcc_r01.ply,3.959292548,inanimate object
p32_vpcc_r02.ply,4.116090543,inanimate object
p32_vpcc_r03.ply,4.050622887,inanimate object
p32_vpcc_r04.ply,4.156119629,inanimate object
p32_vpcc_r05.ply,4.369828061,inanimate object
p33_geocnn_r01.ply,2.223678361,inanimate object
p33_geocnn_r02.ply,2.946690185,inanimate object
p33_geocnn_r03.ply,3.644832287,inanimate object
p33_geocnn_r04.ply,4.42364513,inanimate object
p33_gpcc-octree-predlift_r02.ply,1.415597296,inanimate object
p33_gpcc-octree-predlift_r03.ply,2.737912831,inanimate object
p33_gpcc-octree-predlift_r04.ply,3.915885839,inanimate object
p33_gpcc-octree-predlift_r05.ply,4.297296109,inanimate object
p33_gpcc-octree-predlift_r06.ply,4.340243835,inanimate object
p33_gpcc-octree-raht_r02.ply,1.551726022,inanimate object
p33_gpcc-octree-raht_r03.ply,2.516853103,inanimate object
p33_gpcc-octree-raht_r04.ply,3.617635422,inanimate object
p33_gpcc-octree-raht_r05.ply,3.953140546,inanimate object
p33_gpcc-octree-raht_r06.ply,4.308352381,inanimate object
p33_vpcc_r00.ply,1.78443828,inanimate object
p33_vpcc_r01.ply,1.908650543,inanimate object
p33_vpcc_r02.ply,2.472965682,inanimate object
p33_vpcc_r03.ply,2.525017957,inanimate object
p33_vpcc_r04.ply,2.636931588,inanimate object
p33_vpcc_r05.ply,3.26293341,inanimate object
p34_geocnn_r01.ply,3.875939976,inanimate object
p34_geocnn_r02.ply,4.546737909,inanimate object
p34_geocnn_r03.ply,4.426345732,inanimate object
p34_geocnn_r04.ply,4.545792664,inanimate object
p34_gpcc-octree-predlift_r02.ply,2.084761993,inanimate object
p34_gpcc-octree-predlift_r03.ply,3.543804451,inanimate object
p34_gpcc-octree-predlift_r04.ply,4.345670148,inanimate object
p34_gpcc-octree-predlift_r05.ply,4.729392362,inanimate object
p34_gpcc-octree-predlift_r06.ply,4.731923055,inanimate object
p34_gpcc-octree-raht_r02.ply,1.669786828,inanimate object
p34_gpcc-octree-raht_r03.ply,3.419269773,inanimate object
p34_gpcc-octree-raht_r04.ply,4.314845852,inanimate object
p34_gpcc-octree-raht_r05.ply,4.666314301,inanimate object
p34_gpcc-octree-raht_r06.ply,4.643765812,inanimate object
p34_vpcc_r00.ply,3.355018216,inanimate object
p34_vpcc_r01.ply,3.745228879,inanimate object
p34_vpcc_r02.ply,3.899397852,inanimate object
p34_vpcc_r03.ply,4.270619321,inanimate object
p34_vpcc_r04.ply,4.36406419,inanimate object
p34_vpcc_r05.ply,4.524484729,inanimate object
p35_geocnn_r01.ply,3.844392178,inanimate object
p35_geocnn_r02.ply,4.421661609,inanimate object
p35_geocnn_r03.ply,4.449023535,inanimate object
p35_geocnn_r04.ply,4.736201111,inanimate object
p35_gpcc-octree-predlift_r02.ply,1.332897373,inanimate object
p35_gpcc-octree-predlift_r03.ply,3.006372097,inanimate object
p35_gpcc-octree-predlift_r04.ply,4.225658591,inanimate object
p35_gpcc-octree-predlift_r05.ply,4.563370505,inanimate object
p35_gpcc-octree-predlift_r06.ply,4.73569461,inanimate object
p35_gpcc-octree-raht_r02.ply,1.369530651,inanimate object
p35_gpcc-octree-raht_r03.ply,2.231092089,inanimate object
p35_gpcc-octree-raht_r04.ply,4.17218507,inanimate object
p35_gpcc-octree-raht_r05.ply,4.729700233,inanimate object
p35_gpcc-octree-raht_r06.ply,4.777908352,inanimate object
p35_vpcc_r00.ply,1.888467299,inanimate object
p35_vpcc_r01.ply,2.780948036,inanimate object
p35_vpcc_r02.ply,3.525430254,inanimate object
p35_vpcc_r03.ply,3.747455491,inanimate object
p35_vpcc_r04.ply,4.171733866,inanimate object
p35_vpcc_r05.ply,4.637269715,inanimate object
p36_geocnn_r01.ply,3.449315016,inanimate object
p36_geocnn_r02.ply,4.257003398,inanimate object
p36_geocnn_r03.ply,4.515622385,inanimate object
p36_geocnn_r04.ply,4.623073453,inanimate object
p36_gpcc-octree-predlift_r02.ply,1.613518687,inanimate object
p36_gpcc-octree-predlift_r03.ply,4.050807701,inanimate object
p36_gpcc-octree-predlift_r04.ply,4.590846425,inanimate object
p36_gpcc-octree-predlift_r05.ply,4.62135294,inanimate object
p36_gpcc-octree-predlift_r06.ply,4.837494708,inanimate object
p36_gpcc-octree-raht_r02.ply,1.476062871,inanimate object
p36_gpcc-octree-raht_r03.ply,3.547504391,inanimate object
p36_gpcc-octree-raht_r04.ply,4.345827906,inanimate object
p36_gpcc-octree-raht_r05.ply,4.61467515,inanimate object
p36_gpcc-octree-raht_r06.ply,4.52946623,inanimate object
p36_vpcc_r00.ply,2.288100325,inanimate object
p36_vpcc_r01.ply,2.927898365,inanimate object
p36_vpcc_r02.ply,3.721901178,inanimate object
p36_vpcc_r03.ply,4.053039371,inanimate object
p36_vpcc_r04.ply,4.242229452,inanimate object
p36_vpcc_r05.ply,4.42222001,inanimate object
p37_geocnn_r01.ply,3.619721248,inanimate object
p37_geocnn_r02.ply,4.184002988,inanimate object
p37_geocnn_r03.ply,4.310077599,inanimate object
p37_geocnn_r04.ply,4.567103763,inanimate object
p37_gpcc-octree-predlift_r02.ply,1.237990437,inanimate object
p37_gpcc-octree-predlift_r03.ply,2.990177358,inanimate object
p37_gpcc-octree-predlift_r04.ply,4.258633958,inanimate object
p37_gpcc-octree-predlift_r05.ply,4.536320132,inanimate object
p37_gpcc-octree-predlift_r06.ply,4.690042408,inanimate object
p37_gpcc-octree-raht_r02.ply,1.124499732,inanimate object
p37_gpcc-octree-raht_r03.ply,2.925747437,inanimate object
p37_gpcc-octree-raht_r04.ply,4.058281421,inanimate object
p37_gpcc-octree-raht_r05.ply,4.479569771,inanimate object
p37_gpcc-octree-raht_r06.ply,4.627080381,inanimate object
p37_vpcc_r00.ply,2.572504656,inanimate object
p37_vpcc_r01.ply,3.495848829,inanimate object
p37_vpcc_r02.ply,3.808285233,inanimate object
p37_vpcc_r03.ply,4.478868449,inanimate object
p37_vpcc_r04.ply,4.320382088,inanimate object
p37_vpcc_r05.ply,4.578802836,inanimate object
p38_geocnn_r01.ply,2.275291276,inanimate object
p38_geocnn_r02.ply,3.20686651,inanimate object
p38_geocnn_r03.ply,3.628153941,inanimate object
p38_geocnn_r04.ply,3.798689146,inanimate object
p38_gpcc-octree-predlift_r02.ply,1.473274998,inanimate object
p38_gpcc-octree-predlift_r03.ply,2.704729065,inanimate object
p38_gpcc-octree-predlift_r04.ply,4.044642558,inanimate object
p38_gpcc-octree-predlift_r05.ply,4.611395547,inanimate object
p38_gpcc-octree-predlift_r06.ply,4.678347125,inanimate object
p38_gpcc-octree-raht_r02.ply,1.223246676,inanimate object
p38_gpcc-octree-raht_r03.ply,2.764748867,inanimate object
p38_gpcc-octree-raht_r04.ply,4.034340118,inanimate object
p38_gpcc-octree-raht_r05.ply,4.532628868,inanimate object
p38_gpcc-octree-raht_r06.ply,4.672838298,inanimate object
p38_vpcc_r00.ply,2.564196814,inanimate object
p38_vpcc_r01.ply,2.990821993,inanimate object
p38_vpcc_r02.ply,3.68801259,inanimate object
p38_vpcc_r03.ply,3.994788636,inanimate object
p38_vpcc_r04.ply,4.201912511,inanimate object
p38_vpcc_r05.ply,4.240084548,inanimate object
p39_geocnn_r01.ply,2.625271917,inanimate object
p39_geocnn_r02.ply,3.310565068,inanimate object
p39_geocnn_r03.ply,4.01468599,inanimate object
p39_geocnn_r04.ply,3.914193906,inanimate object
p39_gpcc-octree-predlift_r02.ply,1.46147738,inanimate object
p39_gpcc-octree-predlift_r03.ply,2.74349639,inanimate object
p39_gpcc-octree-predlift_r04.ply,4.308007778,inanimate object
p39_gpcc-octree-predlift_r05.ply,4.41773719,inanimate object
p39_gpcc-octree-predlift_r06.ply,4.572522585,inanimate object
p39_gpcc-octree-raht_r02.ply,1.470226983,inanimate object
p39_gpcc-octree-raht_r03.ply,2.849945746,inanimate object
p39_gpcc-octree-raht_r04.ply,4.042905035,inanimate object
p39_gpcc-octree-raht_r05.ply,3.398585764,inanimate object
p39_gpcc-octree-raht_r06.ply,4.452174109,inanimate object
p39_vpcc_r00.ply,1.872400812,inanimate object
p39_vpcc_r01.ply,2.688281806,inanimate object
p39_vpcc_r02.ply,2.979761367,inanimate object
p39_vpcc_r03.ply,3.395950256,inanimate object
p39_vpcc_r04.ply,3.61437336,inanimate object
p39_vpcc_r05.ply,4.00165339,inanimate object
p40_geocnn_r01.ply,4.223862803,inanimate object
p40_geocnn_r02.ply,4.537520119,inanimate object
p40_geocnn_r03.ply,4.623413014,inanimate object
p40_geocnn_r04.ply,4.601508136,inanimate object
p40_gpcc-octree-predlift_r02.ply,1.533316784,inanimate object
p40_gpcc-octree-predlift_r03.ply,3.076065063,inanimate object
p40_gpcc-octree-predlift_r04.ply,4.553822348,inanimate object
p40_gpcc-octree-predlift_r05.ply,4.715850029,inanimate object
p40_gpcc-octree-predlift_r06.ply,4.49407148,inanimate object
p40_gpcc-octree-raht_r02.ply,1.234623604,inanimate object
p40_gpcc-octree-raht_r03.ply,2.788596822,inanimate object
p40_gpcc-octree-raht_r04.ply,4.424253243,inanimate object
p40_gpcc-octree-raht_r05.ply,4.638737358,inanimate object
p40_gpcc-octree-raht_r06.ply,4.706810586,inanimate object
p40_vpcc_r00.ply,1.624651452,inanimate object
p40_vpcc_r01.ply,2.649080199,inanimate object
p40_vpcc_r02.ply,4.240712826,inanimate object
p40_vpcc_r03.ply,4.485628688,inanimate object
p40_vpcc_r04.ply,4.532190613,inanimate object
p40_vpcc_r05.ply,4.651723578,inanimate object
p41_geocnn_r01.ply,4.227608907,inanimate object
p41_geocnn_r02.ply,4.429957,inanimate object
p41_geocnn_r03.ply,4.717672203,inanimate object
p41_geocnn_r04.ply,4.671408552,inanimate object
p41_gpcc-octree-predlift_r02.ply,1.429416914,inanimate object
p41_gpcc-octree-predlift_r03.ply,3.127067186,inanimate object
p41_gpcc-octree-predlift_r04.ply,4.382717869,inanimate object
p41_gpcc-octree-predlift_r05.ply,4.357342511,inanimate object
p41_gpcc-octree-predlift_r06.ply,4.847472591,inanimate object
p41_gpcc-octree-raht_r02.ply,1.344665616,inanimate object
p41_gpcc-octree-raht_r03.ply,2.827048658,inanimate object
p41_gpcc-octree-raht_r04.ply,4.381647766,inanimate object
p41_gpcc-octree-raht_r05.ply,4.610395857,inanimate object
p41_gpcc-octree-raht_r06.ply,4.762194118,inanimate object
p41_vpcc_r00.ply,2.157191279,inanimate object
p41_vpcc_r01.ply,3.092292911,inanimate object
p41_vpcc_r02.ply,3.974770472,inanimate object
p41_vpcc_r03.ply,4.3713858,inanimate object
p41_vpcc_r04.ply,4.522034384,inanimate object
p41_vpcc_r05.ply,4.487006824,inanimate object
p42_geocnn_r01.ply,4.054969573,inanimate object
p42_geocnn_r02.ply,4.304212147,inanimate object
p42_geocnn_r03.ply,4.406910179,inanimate object
p42_geocnn_r04.ply,4.702340889,inanimate object
p42_gpcc-octree-predlift_r02.ply,1.521997676,inanimate object
p42_gpcc-octree-predlift_r03.ply,3.105351761,inanimate object
p42_gpcc-octree-predlift_r04.ply,4.466145725,inanimate object
p42_gpcc-octree-predlift_r05.ply,4.755120091,inanimate object
p42_gpcc-octree-predlift_r06.ply,1.952274859,inanimate object
p42_gpcc-octree-raht_r02.ply,1.183062625,inanimate object
p42_gpcc-octree-raht_r03.ply,3.086281675,inanimate object
p42_gpcc-octree-raht_r04.ply,4.540202629,inanimate object
p42_gpcc-octree-raht_r05.ply,4.715566195,inanimate object
p42_gpcc-octree-raht_r06.ply,4.650392617,inanimate object
p42_vpcc_r00.ply,3.094985701,inanimate object
p42_vpcc_r01.ply,4.278957238,inanimate object
p42_vpcc_r02.ply,4.593505476,inanimate object
p42_vpcc_r03.ply,4.755065972,inanimate object
p42_vpcc_r04.ply,4.733001157,inanimate object
p42_vpcc_r05.ply,4.703868848,inanimate object
p43_geocnn_r01.ply,4.395502561,inanimate object
p43_geocnn_r02.ply,4.608845194,inanimate object
p43_geocnn_r03.ply,4.720652023,inanimate object
p43_geocnn_r04.ply,4.844721623,inanimate object
p43_gpcc-octree-predlift_r02.ply,2.066785104,inanimate object
p43_gpcc-octree-predlift_r03.ply,3.428830541,inanimate object
p43_gpcc-octree-predlift_r04.ply,4.139044497,inanimate object
p43_gpcc-octree-predlift_r05.ply,4.63183351,inanimate object
p43_gpcc-octree-predlift_r06.ply,4.665969849,inanimate object
p43_gpcc-octree-raht_r02.ply,1.422636861,inanimate object
p43_gpcc-octree-raht_r03.ply,3.554345861,inanimate object
p43_gpcc-octree-raht_r04.ply,4.240996406,inanimate object
p43_gpcc-octree-raht_r05.ply,4.616406924,inanimate object
p43_gpcc-octree-raht_r06.ply,4.737603311,inanimate object
p43_vpcc_r00.ply,2.665959594,inanimate object
p43_vpcc_r01.ply,3.605505377,inanimate object
p43_vpcc_r02.ply,3.954657784,inanimate object
p43_vpcc_r03.ply,4.392864588,inanimate object
p43_vpcc_r04.ply,4.66029619,inanimate object
p43_vpcc_r05.ply,4.692099382,inanimate object
p44_geocnn_r01.ply,3.849385111,inanimate object
p44_geocnn_r02.ply,4.284409422,inanimate object
p44_geocnn_r03.ply,4.301743631,inanimate object
p44_geocnn_r04.ply,4.569426984,inanimate object
p44_gpcc-octree-predlift_r02.ply,1.72432873,inanimate object
p44_gpcc-octree-predlift_r03.ply,3.23698193,inanimate object
p44_gpcc-octree-predlift_r04.ply,4.238318177,inanimate object
p44_gpcc-octree-predlift_r05.ply,4.665948711,inanimate object
p44_gpcc-octree-predlift_r06.ply,4.718057433,inanimate object
p44_gpcc-octree-raht_r02.ply,1.218802258,inanimate object
p44_gpcc-octree-raht_r03.ply,2.853020733,inanimate object
p44_gpcc-octree-raht_r04.ply,4.213919688,inanimate object
p44_gpcc-octree-raht_r05.ply,4.391524053,inanimate object
p44_gpcc-octree-raht_r06.ply,4.518935138,inanimate object
p44_vpcc_r00.ply,2.280101944,inanimate object
p44_vpcc_r01.ply,3.108786177,inanimate object
p44_vpcc_r02.ply,3.691125319,inanimate object
p44_vpcc_r03.ply,4.361572424,inanimate object
p44_vpcc_r04.ply,4.524556757,inanimate object
p44_vpcc_r05.ply,4.553007035,inanimate object
p45_geocnn_r01.ply,3.442395599,inanimate object
p45_geocnn_r02.ply,4.119473231,inanimate object
p45_geocnn_r03.ply,4.180803272,inanimate object
p45_geocnn_r04.ply,4.462728013,inanimate object
p45_gpcc-octree-predlift_r02.ply,1.392205455,inanimate object
p45_gpcc-octree-predlift_r03.ply,2.777243633,inanimate object
p45_gpcc-octree-predlift_r04.ply,4.132679907,inanimate object
p45_gpcc-octree-predlift_r05.ply,4.561745608,inanimate object
p45_gpcc-octree-predlift_r06.ply,3.935308502,inanimate object
p45_gpcc-octree-raht_r02.ply,1.277497469,inanimate object
p45_gpcc-octree-raht_r03.ply,2.59354933,inanimate object
p45_gpcc-octree-raht_r04.ply,4.323742816,inanimate object
p45_gpcc-octree-raht_r05.ply,4.672244768,inanimate object
p45_gpcc-octree-raht_r06.ply,4.648627146,inanimate object
p45_vpcc_r00.ply,2.398653431,inanimate object
p45_vpcc_r01.ply,3.617074697,inanimate object
p45_vpcc_r02.ply,4.426349832,inanimate object
p45_vpcc_r03.ply,4.53422151,inanimate object
p45_vpcc_r04.ply,4.473518142,inanimate object
p45_vpcc_r05.ply,4.610528117,inanimate object
p46_geocnn_r01.ply,4.150497609,inanimate object
p46_geocnn_r02.ply,4.400538689,inanimate object
p46_geocnn_r03.ply,4.580936853,inanimate object
p46_geocnn_r04.ply,4.57694548,inanimate object
p46_gpcc-octree-predlift_r02.ply,2.394528032,inanimate object
p46_gpcc-octree-predlift_r03.ply,3.550497152,inanimate object
p46_gpcc-octree-predlift_r04.ply,4.286740641,inanimate object
p46_gpcc-octree-predlift_r05.ply,4.411104854,inanimate object
p46_gpcc-octree-predlift_r06.ply,4.625783516,inanimate object
p46_gpcc-octree-raht_r02.ply,2.063184602,inanimate object
p46_gpcc-octree-raht_r03.ply,3.551078829,inanimate object
p46_gpcc-octree-raht_r04.ply,4.138235165,inanimate object
p46_gpcc-octree-raht_r05.ply,4.493213728,inanimate object
p46_gpcc-octree-raht_r06.ply,4.491201939,inanimate object
p46_vpcc_r00.ply,2.901451862,inanimate object
p46_vpcc_r01.ply,3.130644649,inanimate object
p46_vpcc_r02.ply,3.356306595,inanimate object
p46_vpcc_r03.ply,3.663742772,inanimate object
p46_vpcc_r04.ply,3.879352337,inanimate object
p46_vpcc_r05.ply,4.447809649,inanimate object
p47_geocnn_r01.ply,4.064496994,inanimate object
p47_geocnn_r02.ply,4.445886516,inanimate object
p47_geocnn_r03.ply,4.330173584,inanimate object
p47_geocnn_r04.ply,4.527654531,inanimate object
p47_gpcc-octree-predlift_r02.ply,1.156325161,inanimate object
p47_gpcc-octree-predlift_r03.ply,2.492136374,inanimate object
p47_gpcc-octree-predlift_r04.ply,4.137463267,inanimate object
p47_gpcc-octree-predlift_r05.ply,4.482835912,inanimate object
p47_gpcc-octree-predlift_r06.ply,4.686867611,inanimate object
p47_gpcc-octree-raht_r02.ply,1.142754778,inanimate object
p47_gpcc-octree-raht_r03.ply,2.074469936,inanimate object
p47_gpcc-octree-raht_r04.ply,3.582210119,inanimate object
p47_gpcc-octree-raht_r05.ply,4.323354386,inanimate object
p47_gpcc-octree-raht_r06.ply,4.572109901,inanimate object
p47_vpcc_r00.ply,1.202087986,inanimate object
p47_vpcc_r01.ply,1.904447279,inanimate object
p47_vpcc_r02.ply,2.827401656,inanimate object
p47_vpcc_r03.ply,3.912894187,inanimate object
p47_vpcc_r04.ply,4.556263473,inanimate object
p47_vpcc_r05.ply,4.568503554,inanimate object
p48_geocnn_r01.ply,3.943541859,inanimate object
p48_geocnn_r02.ply,4.412851782,inanimate object
p48_geocnn_r03.ply,4.470705198,inanimate object
p48_geocnn_r04.ply,4.623065997,inanimate object
p48_gpcc-octree-predlift_r02.ply,1.42895618,inanimate object
p48_gpcc-octree-predlift_r03.ply,3.507212795,inanimate object
p48_gpcc-octree-predlift_r04.ply,4.263903979,inanimate object
p48_gpcc-octree-predlift_r05.ply,4.516953993,inanimate object
p48_gpcc-octree-predlift_r06.ply,4.689963301,inanimate object
p48_gpcc-octree-raht_r02.ply,1.603588178,inanimate object
p48_gpcc-octree-raht_r03.ply,3.188978359,inanimate object
p48_gpcc-octree-raht_r04.ply,4.165555387,inanimate object
p48_gpcc-octree-raht_r05.ply,4.433891519,inanimate object
p48_gpcc-octree-raht_r06.ply,4.590998748,inanimate object
p48_vpcc_r00.ply,1.881008635,inanimate object
p48_vpcc_r01.ply,2.820650921,inanimate object
p48_vpcc_r02.ply,3.287722524,inanimate object
p48_vpcc_r03.ply,3.840788305,inanimate object
p48_vpcc_r04.ply,4.127274476,inanimate object
p48_vpcc_r05.ply,4.464249398,inanimate object
p49_geocnn_r01.ply,3.40201083,inanimate object
p49_geocnn_r02.ply,4.254599058,inanimate object
p49_geocnn_r03.ply,3.969974332,inanimate object
p49_geocnn_r04.ply,4.545382437,inanimate object
p49_gpcc-octree-predlift_r02.ply,1.411122927,inanimate object
p49_gpcc-octree-predlift_r03.ply,2.713155704,inanimate object
p49_gpcc-octree-predlift_r04.ply,3.877167382,inanimate object
p49_gpcc-octree-predlift_r05.ply,4.515109528,inanimate object
p49_gpcc-octree-predlift_r06.ply,4.554019549,inanimate object
p49_gpcc-octree-raht_r02.ply,1.417433099,inanimate object
p49_gpcc-octree-raht_r03.ply,2.61639643,inanimate object
p49_gpcc-octree-raht_r04.ply,3.727851134,inanimate object
p49_gpcc-octree-raht_r05.ply,4.345333376,inanimate object
p49_gpcc-octree-raht_r06.ply,4.454285938,inanimate object
p49_vpcc_r00.ply,1.860085145,inanimate object
p49_vpcc_r01.ply,2.76817709,inanimate object
p49_vpcc_r02.ply,3.697220042,inanimate object
p49_vpcc_r03.ply,4.148517755,inanimate object
p49_vpcc_r04.ply,4.516519326,inanimate object
p49_vpcc_r05.ply,4.44640384,inanimate object
p50_geocnn_r01.ply,4.384077807,inanimate object
p50_geocnn_r02.ply,4.576617959,inanimate object
p50_geocnn_r03.ply,4.565939968,inanimate object
p50_geocnn_r04.ply,4.815010021,inanimate object
p50_gpcc-octree-predlift_r02.ply,1.750307207,inanimate object
p50_gpcc-octree-predlift_r03.ply,3.184102749,inanimate object
p50_gpcc-octree-predlift_r04.ply,3.96452275,inanimate object
p50_gpcc-octree-predlift_r05.ply,4.333370951,inanimate object
p50_gpcc-octree-predlift_r06.ply,4.628868038,inanimate object
p50_gpcc-octree-raht_r02.ply,1.385421745,inanimate object
p50_gpcc-octree-raht_r03.ply,2.698975063,inanimate object
p50_gpcc-octree-raht_r04.ply,3.937855769,inanimate object
p50_gpcc-octree-raht_r05.ply,4.324710661,inanimate object
p50_gpcc-octree-raht_r06.ply,4.601111004,inanimate object
p50_vpcc_r00.ply,1.860687427,inanimate object
p50_vpcc_r01.ply,2.793520018,inanimate object
p50_vpcc_r02.ply,3.502272784,inanimate object
p50_vpcc_r03.ply,4.214190763,inanimate object
p50_vpcc_r04.ply,4.529400741,inanimate object
p50_vpcc_r05.ply,4.610093752,inanimate object
p51_geocnn_r01.ply,3.518762741,building
p51_geocnn_r02.ply,3.958194211,building
p51_geocnn_r03.ply,4.194357666,building
p51_geocnn_r04.ply,4.354353997,building
p51_gpcc-octree-predlift_r02.ply,1.347013501,building
p51_gpcc-octree-predlift_r03.ply,3.00181988,building
p51_gpcc-octree-predlift_r04.ply,4.005816865,building
p51_gpcc-octree-predlift_r05.ply,4.141848297,building
p51_gpcc-octree-predlift_r06.ply,4.558876653,building
p51_gpcc-octree-raht_r02.ply,1.381647614,building
p51_gpcc-octree-raht_r03.ply,2.943140438,building
p51_gpcc-octree-raht_r04.ply,4.034906534,building
p51_gpcc-octree-raht_r05.ply,4.311377594,building
p51_gpcc-octree-raht_r06.ply,4.556746936,building
p51_vpcc_r00.ply,1.871731547,building
p51_vpcc_r01.ply,3.033439948,building
p51_vpcc_r02.ply,3.482530302,building
p51_vpcc_r03.ply,4.074225525,building
p51_vpcc_r04.ply,4.198624049,building
p51_vpcc_r05.ply,4.48451465,building
p52_geocnn_r01.ply,3.578689106,building
p52_geocnn_r02.ply,4.28967954,building
p52_geocnn_r03.ply,4.433914955,building
p52_geocnn_r04.ply,4.451629395,building
p52_gpcc-octree-predlift_r02.ply,1.333721059,building
p52_gpcc-octree-predlift_r03.ply,2.980046593,building
